path,board,spec_code,topic,current_title,proposed_title,title_len,current_description,proposed_description,desc_len,canonical,flags
revision-notes/edexcel-theme-1/1-1-5-specialisation-division-of-labour.html,Edexcel,1.1.5,Specialisation and the Division of Labour,Specialisation and the Division of Labour | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.1.5 Division of Labour,50,"Free Edexcel A-Level Economics revision notes on specialisation and the division of labour — Adam Smith's pin factory, advantages and disadvantages, and the functions of money for Theme 1.1.5.","Free Edexcel A-Level Economics revision notes (1.1.5). Covers Adam Smith's pin factory, the gains and drawbacks of specialising, and the functions of money.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-1-5-specialisation-division-of-labour.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-1-6-types-of-economies.html,Edexcel,1.1.6,Types of Economies,Types of Economies | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.1.6 Types of Economies,50,"Free Edexcel A-Level Economics revision notes on types of economies — free market, mixed, and command economies, their resource allocation methods, and advantages and disadvantages for Theme 1.1.6.","Free Edexcel A-Level Economics revision notes for unit 1.1.6. Covers free market, mixed and command economies, and the trade-off between efficiency and equity.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-1-6-types-of-economies.html,
revision-notes/edexcel-theme-1/1-2-1-rational-decision-making.html,Edexcel,1.2.1,Rational Decision Making,Rational Decision Making | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.1 Rational Decision Making,56,"Free Edexcel A-Level Economics revision notes on rational decision making — the rational choice model, marginal analysis, behavioural economics challenges, and exam evaluation techniques for Theme 1.2.1.",Revision notes for Edexcel A-Level Economics 1.2.1. Covers the rationality assumption for consumers and firms and how behavioural economics challenges it.,154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-1-rational-decision-making.html,
revision-notes/edexcel-theme-1/1-2-10-alternative-views-of-consumer-behaviour.html,Edexcel,1.2.10,Alternative Views of Consumer Behaviour,Alternative Views of Consumer Behaviour | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.10 Consumer Behaviour,51,"Free Edexcel A-Level Economics revision notes on alternative views of consumer behaviour — behavioural economics, herding, inertia, and bounded rationality challenging the rational model for Theme 1.2.10.","Free Edexcel A-Level Economics revision notes (1.2.10). Covers herding, inertia, habit and bounded rationality, and what they mean for the rational model.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-10-alternative-views-of-consumer-behaviour.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-2-2-demand.html,Edexcel,1.2.2,Demand,Demand | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.2 Demand,38,"Free Edexcel A-Level Economics revision notes on demand — the law of demand, conditions shifting the demand curve, diminishing marginal utility, and demand diagram analysis for Theme 1.2.2.","Free Edexcel A-Level Economics revision notes for unit 1.2.2. Covers the law of demand, the conditions that shift the curve, and diminishing marginal utility.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-2-demand.html,
revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,Edexcel,1.2.3,"Price, Income and Cross Elasticities of Demand","Price, Income and Cross Elasticities of Demand | Edexcel A-Level Economics Revision Notes | Economics Academy","Edexcel A-Level Economics 1.2.3 PED, YED and XED",48,"Free Edexcel A-Level Economics revision notes on PED, YED, and XED — formulas, calculations, real-world examples, and exam-style interpretation for Theme 1.2.3.",Free Edexcel A-Level Economics revision notes (1.2.3). Covers the three elasticity formulas with worked calculations and what the values mean for pricing.,154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-2-4-supply.html,Edexcel,1.2.4,Supply,Supply | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.4 Supply,38,"Free Edexcel A-Level Economics revision notes on supply — the law of supply, conditions shifting the supply curve, government intervention effects, and supply diagram analysis for Theme 1.2.4.","Revision notes for Edexcel A-Level Economics 1.2.4. Covers the law of supply, movements versus shifts, and how costs, technology and taxation change supply.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-4-supply.html,
revision-notes/edexcel-theme-1/1-2-5-price-elasticity-of-supply.html,Edexcel,1.2.5,Price Elasticity of Supply,Price Elasticity of Supply | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.5 Price Elasticity of Supply,58,"Free Edexcel A-Level Economics revision notes on price elasticity of supply (PES) — formula, calculation, determinants, and real-world applications for Theme 1.2.5.","Free Edexcel A-Level Economics revision notes (1.2.5). Covers the PES formula, interpreting values, its determinants and the short-run/long-run distinction.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-5-price-elasticity-of-supply.html,
revision-notes/edexcel-theme-1/1-2-6-price-determination.html,Edexcel,1.2.6,Price Determination,Price Determination | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.6 Price Determination,51,"Free Edexcel A-Level Economics revision notes on price determination — market equilibrium, disequilibrium, demand and supply shocks, and equilibrium adjustment for Theme 1.2.6.","Free Edexcel A-Level Economics revision notes (1.2.6). Covers equilibrium price and quantity, excess demand and supply, and how shifts move the equilibrium.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-6-price-determination.html,
revision-notes/edexcel-theme-1/1-2-7-price-mechanism.html,Edexcel,1.2.7,The Price Mechanism,The Price Mechanism | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.7 The Price Mechanism,51,"Free Edexcel A-Level Economics revision notes on the price mechanism — signalling, incentive, and rationing functions, Adam Smith's invisible hand, and real-world applications for Theme 1.2.7.","Free Edexcel A-Level Economics revision notes (1.2.7). Covers the rationing, incentive and signalling functions and how prices allocate scarce resources.",153,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-7-price-mechanism.html,
revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,Edexcel,1.2.8,Producer and Consumer Surplus,Producer and Consumer Surplus | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.8 Consumer and Producer Surplus,61,"Free Edexcel A-Level Economics revision notes on producer and consumer surplus — calculating, interpreting, and analysing surplus changes from market interventions for Theme 1.2.8.","Revision notes for Edexcel A-Level Economics 1.2.8. Covers identifying and shading surplus areas and how taxes, subsidies and price controls redistribute it.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,title 61 chars: kept full search term; topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,Edexcel,1.2.9,Indirect Taxes and Subsidies,Indirect Taxes and Subsidies | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.2.9 Indirect Taxes and Subsidies,60,"Free Edexcel A-Level Economics revision notes on indirect taxes and subsidies — supply shifts, tax incidence, consumer and producer burden, and the role of PED for Theme 1.2.9.","Revision notes for Edexcel A-Level Economics 1.2.9. Covers how taxes and subsidies shift supply, tax incidence, and the role of PED in who bears the burden.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,
revision-notes/edexcel-theme-1/1-3-1-types-of-market-failure.html,Edexcel,1.3.1,Types of Market Failure,Types of Market Failure | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.3.1 Types of Market Failure,55,"Free Edexcel A-Level Economics revision notes on types of market failure — externalities, public goods, information gaps, and why free markets misallocate resources for Theme 1.3.1.","Revision notes for Edexcel A-Level Economics 1.3.1. Covers why free markets misallocate resources through externalities, public goods and information gaps.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-3-1-types-of-market-failure.html,
revision-notes/edexcel-theme-1/1-3-2-externalities.html,Edexcel,1.3.2,Externalities,Externalities | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.3.2 Externalities,45,"Free Edexcel A-Level Economics revision notes on externalities — negative and positive externalities, social vs private costs and benefits, welfare loss triangles, and government intervention for Theme 1.3.2.","Free Edexcel A-Level Economics revision notes (1.3.2). Covers external costs and benefits, private versus social costs, welfare loss and the social optimum.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-3-2-externalities.html,
revision-notes/edexcel-theme-1/1-3-3-public-goods.html,Edexcel,1.3.3,Public Goods,Public Goods | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.3.3 Public Goods,44,"Free Edexcel A-Level Economics revision notes on public goods — non-excludability, non-rivalry, the free rider problem, and why government provision is needed for Theme 1.3.3.","Free Edexcel A-Level Economics revision notes (1.3.3). Covers non-excludability and non-rivalry, the free rider problem and the case for state provision.",153,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-3-3-public-goods.html,
revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,Edexcel,1.3.4,Information Gaps,Information Gaps | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.3.4 Information Gaps,48,"Free Edexcel A-Level Economics revision notes on information gaps — asymmetric information, adverse selection, moral hazard, and market failure from imperfect information for Theme 1.3.4.","Free Edexcel A-Level Economics revision notes (1.3.4). Covers asymmetric information, adverse selection and moral hazard, and the resulting market failure.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,Edexcel,1.4.1,Government Intervention in Markets,Government Intervention in Markets | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.4.1 Government Intervention,55,"Free Edexcel A-Level Economics revision notes on government intervention in markets — taxes, subsidies, price controls, regulations, and other policies to correct market failure for Theme 1.4.1.","Free Edexcel A-Level Economics revision notes (1.4.1). Covers indirect taxes, subsidies, maximum and minimum prices, regulation and information provision.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-4-2-government-failure.html,Edexcel,1.4.2,Government Failure,Government Failure | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.4.2 Government Failure,50,"Free Edexcel A-Level Economics revision notes on government failure — how intervention can worsen outcomes through poor incentives, information problems, unintended consequences, and political short-termism for Theme 1.4.2.",Free Edexcel A-Level Economics revision notes for unit 1.4.2. Covers how intervention can worsen outcomes through distorted incentives and regulatory capture.,158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-4-2-government-failure.html,
revision-notes/edexcel-theme-2/2-1-1-economic-growth.html,Edexcel,2.1.1,Economic Growth,Economic Growth | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.1.1 Economic Growth,47,"Free Edexcel A-Level Economics revision notes on economic growth — GDP measurement, real vs nominal growth, actual vs potential growth, and economic growth diagrams for Theme 2.1.1.","Free Edexcel A-Level Economics revision notes for unit 2.1.1. Covers the expenditure and income methods, nominal versus real GDP, GDP per capita, GNI and PPP.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-1-1-economic-growth.html,
revision-notes/edexcel-theme-2/2-1-2-inflation.html,Edexcel,2.1.2,Inflation,Inflation | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.1.2 Inflation,41,"Free Edexcel A-Level Economics revision notes on inflation — CPI and RPI measurement, demand-pull and cost-push inflation, the quantity theory of money, and the costs of inflation for Theme 2.1.2.","Edexcel A-Level Economics 2.1.2 revision notes. Covers CPI and RPI measurement, the limits of CPI, and demand-pull versus cost-push inflation. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-1-2-inflation.html,
revision-notes/edexcel-theme-2/2-1-3-employment-unemployment.html,Edexcel,2.1.3,Employment and Unemployment,Employment and Unemployment | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.1.3 Employment and Unemployment,59,"Free Edexcel A-Level Economics revision notes on employment and unemployment — measurement, types of unemployment, causes, costs, and government policies for Theme 2.1.3.","Revision notes for Edexcel A-Level Economics 2.1.3. Covers how unemployment is measured, its types and causes, and the effect of migration on the labour market.",160,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-1-3-employment-unemployment.html,
revision-notes/edexcel-theme-2/2-1-4-balance-of-payments.html,Edexcel,2.1.4,Balance of Payments,Balance of Payments | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.1.4 Balance of Payments,51,"Free Edexcel A-Level Economics revision notes on the balance of payments — current account, capital account, financial account, deficits and surpluses for Theme 2.1.4.","Revision notes for Edexcel A-Level Economics 2.1.4. Covers the structure of the accounts, the current account, and the trade-offs in correcting imbalances.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-1-4-balance-of-payments.html,
revision-notes/edexcel-theme-2/2-2-1-aggregate-demand.html,Edexcel,2.2.1,Aggregate Demand,Aggregate Demand | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.2.1 Aggregate Demand,48,"Free Edexcel A-Level Economics revision notes on aggregate demand — the AD formula (C+I+G+X-M), components of AD, shifts in the AD curve, and AD/AS diagram analysis for Theme 2.2.1.","Free Edexcel A-Level Economics revision notes for unit 2.2.1. Covers the AD formula, the relative weight of each component, and movements versus shifts of AD.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-2-1-aggregate-demand.html,
revision-notes/edexcel-theme-2/2-2-2-consumption.html,Edexcel,2.2.2,Consumption,Consumption | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.2.2 Consumption,43,"Free Edexcel A-Level Economics revision notes on consumption — disposable income, the marginal propensity to consume, savings, wealth effects, and consumer confidence for Theme 2.2.2.","Free Edexcel A-Level Economics revision notes (2.2.2). Covers disposable income, the savings relationship, interest rates, wealth effects and confidence.",153,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-2-2-consumption.html,
revision-notes/edexcel-theme-2/2-2-3-investment.html,Edexcel,2.2.3,Investment,Investment | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.2.3 Investment,42,"Free Edexcel A-Level Economics revision notes on investment — gross and net investment, determinants of investment, the accelerator theory, and the role of interest rates for Theme 2.2.3.","Revision notes for Edexcel A-Level Economics 2.2.3. Covers gross versus net investment, the influences on investment decisions and the accelerator effect.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-2-3-investment.html,
revision-notes/edexcel-theme-2/2-2-4-government-expenditure.html,Edexcel,2.2.4,Government Expenditure,Government Expenditure | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.2.4 Government Expenditure,54,"Free Edexcel A-Level Economics revision notes on government expenditure — current and capital spending, fiscal policy, automatic stabilisers, and the government budget for Theme 2.2.4.","Free Edexcel A-Level Economics revision notes (2.2.4). Covers the role of state spending in AD, automatic stabilisers, and the effect on the budget deficit.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-2-4-government-expenditure.html,
revision-notes/edexcel-theme-2/2-2-5-net-trade.html,Edexcel,2.2.5,Net Trade,Net Trade | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.2.5 Net Trade,41,"Free Edexcel A-Level Economics revision notes on net trade — exports, imports, the trade balance, factors affecting net trade, and the link to aggregate demand for Theme 2.2.5.","Free Edexcel A-Level Economics revision notes for unit 2.2.5. Covers exports and imports, exchange rates, protectionism, and the Marshall-Lerner condition.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-2-5-net-trade.html,
revision-notes/edexcel-theme-2/2-3-1-aggregate-supply.html,Edexcel,2.3.1,Aggregate Supply,Aggregate Supply | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.3.1 Aggregate Supply,48,"Free Edexcel A-Level Economics revision notes on aggregate supply — SRAS, LRAS, Keynesian vs classical models, shifts in AS, and AD/AS equilibrium analysis for Theme 2.3.1.","Free Edexcel A-Level Economics revision notes for unit 2.3.1. Covers SRAS and LRAS, why SRAS slopes upward, and the Classical and Keynesian views of the curve.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-3-1-aggregate-supply.html,
revision-notes/edexcel-theme-2/2-3-2-short-run-aggregate-supply.html,Edexcel,2.3.2,Short-Run Aggregate Supply,Short-Run Aggregate Supply | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.3.2 Short-Run Aggregate Supply,58,"Free Edexcel A-Level Economics revision notes on short-run aggregate supply (SRAS) — shape, determinants, cost-push shocks, and shifts in the SRAS curve for Theme 2.3.2.","Free Edexcel A-Level Economics revision notes (2.3.2). Covers the shape of SRAS, the causes of shifts, and how cost-push shocks change output and prices.",153,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-3-2-short-run-aggregate-supply.html,
revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,Edexcel,2.3.3,Long-Run Aggregate Supply,Long-Run Aggregate Supply | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.3.3 Long-Run Aggregate Supply,57,"Free Edexcel A-Level Economics revision notes on long-run aggregate supply (LRAS) — the classical vertical LRAS, the Keynesian model, productive capacity, and supply-side policies for Theme 2.3.3.","Free Edexcel A-Level Economics revision notes for unit 2.3.3. Covers the Classical vertical LRAS, the Keynesian L-shape, and how supply-side policy shifts it.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,
revision-notes/edexcel-theme-2/2-4-1-national-income.html,Edexcel,2.4.1,National Income,National Income | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.4.1 National Income,47,"Free Edexcel A-Level Economics revision notes on national income — GDP, GNP, NNP, the circular flow of income, measurement methods, and uses of national income data for Theme 2.4.1.","Free Edexcel A-Level Economics revision notes (2.4.1). Covers the circular flow, the equilibrium condition, and income as a flow versus wealth as a stock.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-4-1-national-income.html,
revision-notes/edexcel-theme-2/2-4-2-injections-withdrawals.html,Edexcel,2.4.2,Injections and Withdrawals,Injections and Withdrawals | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.4.2 Injections and Withdrawals,58,"Free Edexcel A-Level Economics revision notes on injections and withdrawals — investment, government spending, exports vs savings, taxation, imports in the circular flow for Theme 2.4.2.","Free Edexcel A-Level Economics revision notes (2.4.2). Covers investment, spending and exports against saving, taxation and imports in the circular flow.",153,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-4-2-injections-withdrawals.html,
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,Edexcel,2.4.3,Equilibrium Levels of Real National Output,Equilibrium Levels of Real National Output | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.4.3 Equilibrium National Output,59,"Free Edexcel A-Level Economics revision notes on equilibrium national output — AD/AS equilibrium, inflationary and deflationary gaps, and Keynesian and classical analysis for Theme 2.4.3.",Free Edexcel A-Level Economics revision notes (2.4.3). Covers short-run and long-run equilibrium and how Classical and Keynesian models differ on AD shifts.,156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-2/2-4-4-the-multiplier.html,Edexcel,2.4.4,The Multiplier,The Multiplier | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.4.4 The Multiplier,46,"Free Edexcel A-Level Economics revision notes on the multiplier — how it works, the multiplier formula, the marginal propensity to consume, and real-world applications for Theme 2.4.4.","Free Edexcel A-Level Economics revision notes for unit 2.4.4. Covers how the multiplier works, marginal propensities, the formula and what determines its size.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-4-4-the-multiplier.html,
revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,Edexcel,2.5.1,Causes of Growth,Causes of Growth | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.5.1 Causes of Growth,48,"Free Edexcel A-Level Economics revision notes on causes of growth — actual and potential growth, demand-side and supply-side factors, and AD/AS analysis of growth for Theme 2.5.1.","Edexcel A-Level Economics 2.5.1 revision notes. Covers actual versus potential growth, short-run and long-run causes, and export-led growth. With diagrams.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,
revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,Edexcel,2.5.2,Output Gaps,Output Gaps | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.5.2 Output Gaps,43,"Free Edexcel A-Level Economics revision notes on output gaps — negative and positive output gaps, inflationary and deflationary gaps, and their policy implications for Theme 2.5.2.","Free Edexcel A-Level Economics revision notes (2.5.2). Covers negative and positive output gaps, the two economic views, and why gaps are hard to measure.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,
revision-notes/edexcel-theme-2/2-5-3-trade-cycle.html,Edexcel,2.5.3,The Trade Cycle,The Trade Cycle | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.5.3 The Trade Cycle,47,"Free Edexcel A-Level Economics revision notes on the trade cycle — boom, recession, slump, and recovery phases, and the macroeconomic effects of each stage for Theme 2.5.3.","Free Edexcel A-Level Economics revision notes (2.5.3). Covers the stages of the cycle, the character of booms and recessions, and demand-side stabilisation.",156,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-5-3-trade-cycle.html,
revision-notes/edexcel-theme-2/2-5-4-the-impact-of-economic-growth.html,Edexcel,2.5.4,The Impact of Economic Growth,The Impact of Economic Growth | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.5.4 Impact of Economic Growth,57,"Free Edexcel A-Level Economics revision notes on the impact of economic growth — benefits and costs, inequality, environmental effects, and sustainable development for Theme 2.5.4.",Free Edexcel A-Level Economics revision notes (2.5.4). Covers the benefits and costs of growth and its conflict with sustainability and greater equality.,153,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-5-4-the-impact-of-economic-growth.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-2/2-6-1-possible-macroeconomic-objectives.html,Edexcel,2.6.1,Possible Macroeconomic Objectives,Possible Macroeconomic Objectives | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.6.1 Macroeconomic Objectives,56,"Free Edexcel A-Level Economics revision notes on macroeconomic objectives — economic growth, low inflation, low unemployment, balance of payments equilibrium, and trade-offs for Theme 2.6.1.","Free Edexcel A-Level Economics revision notes (2.6.1). Covers growth, unemployment, inflation, the current account, the fiscal balance and the environment.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-6-1-possible-macroeconomic-objectives.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,Edexcel,2.6.2,Demand-Side Policies,Demand-Side Policies | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.6.2 Demand-Side Policies,52,"Free Edexcel A-Level Economics revision notes on demand-side policies — monetary policy, fiscal policy, AD/AS diagrams, and policy evaluation for Theme 2.6.2.","Free Edexcel A-Level Economics revision notes for unit 2.6.2. Covers monetary and fiscal policy, the transmission mechanism and the government budget position.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,
revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,Edexcel,2.6.3,Supply-Side Policies,Supply-Side Policies | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.6.3 Supply-Side Policies,52,"Free Edexcel A-Level Economics revision notes on supply-side policies — market-based and interventionist approaches, productivity, LRAS shifts, and policy evaluation for Theme 2.6.3.",Edexcel A-Level Economics 2.6.3 revision notes. Covers market-based and interventionist policies and their effect on the productive potential of the economy.,157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,
revision-notes/edexcel-theme-2/2-6-4-conflicts-between-objectives-and-policies.html,Edexcel,2.6.4,Conflicts Between Objectives and Policies,Conflicts Between Objectives and Policies | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 2.6.4 Conflicts Between Objectives,60,"Free Edexcel A-Level Economics revision notes on conflicts between macroeconomic objectives — the Phillips curve, growth vs inflation, unemployment vs inflation trade-offs for Theme 2.6.4.","Revision notes for Edexcel A-Level Economics 2.6.4. Covers why objectives conflict, growth versus inflation, and the short-run Phillips curve. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-2/2-6-4-conflicts-between-objectives-and-policies.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-3/3-1-1-sizes-types-of-firms.html,Edexcel,3.1.1,Sizes and Types of Firms,Sizes and Types of Firms | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.1.1 Sizes and Types of Firms,56,"Free Edexcel A-Level Economics revision notes on sizes and types of firms — sole traders, partnerships, private and public limited companies, and measures of firm size for Theme 3.1.1.","Revision notes for Edexcel A-Level Economics 3.1.1. Covers why firms grow or stay small, the divorce of ownership and control, and not-for-profit organisations.",160,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-1-1-sizes-types-of-firms.html,
revision-notes/edexcel-theme-3/3-1-2-business-growth.html,Edexcel,3.1.2,Business Growth,Business Growth | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.1.2 Business Growth,47,"Free Edexcel A-Level Economics revision notes on business growth — internal and external growth, mergers, takeovers, vertical and horizontal integration, and motives for growth for Theme 3.1.2.","Free Edexcel A-Level Economics revision notes for unit 3.1.2. Covers organic versus inorganic growth, the types of integration, and the constraints on growth.",158,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-1-2-business-growth.html,
revision-notes/edexcel-theme-3/3-1-3-demergers.html,Edexcel,3.1.3,Demergers,Demergers | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.1.3 Demergers,41,"Free Edexcel A-Level Economics revision notes on demergers — why firms demerge, the benefits and drawbacks of breaking up, and how demergers relate to firm strategy for Theme 3.1.3.","Free Edexcel A-Level Economics revision notes (3.1.3). Covers what a demerger is, why firms break up, and the impacts on businesses, workers and consumers.",155,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-1-3-demergers.html,
revision-notes/edexcel-theme-3/3-2-1-business-objectives.html,Edexcel,3.2.1,Business Objectives,Business Objectives | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 3.2.1 Business Objectives,51,"Free Edexcel A-Level Economics revision notes on business objectives — profit maximisation, revenue maximisation, satisficing, and alternative managerial theories for Theme 3.2.1.","Edexcel A-Level Economics 3.2.1 revision notes. Covers profit, revenue and sales maximisation, satisficing and the principal-agent problem. With diagrams.",154,https://economicsacademy.co.uk/revision-notes/edexcel-theme-3/3-2-1-business-objectives.html,
